Production ID,Date,Product Type,Machine ID,Shift,Units Produced,Defects,Production Time Hours,Material Cost Per Unit,Labour Cost Per Hour,Energy Consumption kWh,Operator Count,Maintenance Hours,Down time Hours,Production Volume Cubic Meters,Scrap Rate,Rework Hours,Quality Checks Failed,Average Temperature C,Average Humidity Percent
1904-09-10,2024-09-10,Appliances,9,Swing,106,1,6.5,25.15,27.76,232.12,4,1.08,1.8,1.65,0.02,,1,22.2,48.7
1904-09-11,2024-09-11,Furniture,20,Day,121,3,18.06,17.48,25.61,219.16,4,1.78,1.23,1.83,0.02,0.79,0,20.3,33.7
1904-09-12,2024-09-12,Automotive,4,Swing,126,2,3.16,37.14,25.79,480.92,4,2.55,1.31,2.5,0.023,1.55,0,20.8,43.4
1904-09-13,2024-09-13,Textiles,8,Night,150,9,16.3,43.82,19.08,280.04,1,4.67,2.71,1.51,0.018,1.36,0,19.6,34.8
1904-09-14,2024-09-14,Automotive,3,Day,122,7,10.92,22.1,21.83,215.69,1,0.14,0.76,2.3,0.016,1.86,0,20.6,37.2
1904-09-15,2024-09-15,Automotive,4,Swing,71,2,1.73,32.91,23.92,342.45,3,3.75,0.25,1.18,0.046,0.88,1,21.5,56.4
1904-09-16,2024-09-16,Furniture,17,Day,187,6,2.94,36.4,18.89,157.27,1,,2.56,1.78,0.033,,0,23.9,50.1
1904-09-17,2024-09-17,Textiles,5,Night,90,0,22.64,25.61,29.9,254.49,1,0.52,1.43,2.08,0.019,1.54,2,20.3,51.8
1904-09-18,2024-09-18,Appliances,10,Swing,90,8,19.05,12.7,21.73,283.6,4,2.06,0.15,2.36,0.033,1.94,1,20.7,35.2
1904-09-19,2024-09-19,Textiles,8,Night,160,0,19.42,43.21,20.54,453.35,3,4.25,2.71,1.46,0.02,0.72,2,19,58.3
1904-09-20,2024-09-20,Electronics,16,Night,151,3,1.74,43.51,27.77,390.7,3,2.84,1.88,2.21,0.037,1.87,1,18.7,31.9
1904-09-21,2024-09-21,Furniture,19,Swing,190,2,18.23,14.09,18.71,256.47,3,3.22,0.76,1.55,0.045,,1,18.1,58.4
1904-09-22,2024-09-22,Automotive,3,Swing,169,7,1.62,33.52,27.04,286.08,4,0.24,2.1,1.8,0.017,1.8,1,23.4,37.5
1904-09-23,2024-09-23,Appliances,10,Day,85,5,7.54,39.28,29.14,476.88,4,4.16,0.8,0.98,0.032,0.54,0,21.9,31.9
1904-09-24,2024-09-24,Furniture,20,Swing,90,6,12.45,13.71,25.81,434.79,4,1.65,,2.15,0.025,1.43,2,21.9,44
1904-09-25,2024-09-25,Appliances,11,Day,84,1,10.02,43.85,22.47,147,2,0.85,1.06,2.44,0.043,,1,19.1,44.9
1904-09-26,2024-09-26,Appliances,10,Night,198,5,4.24,24.17,16.86,243.5,1,0.22,2.24,2.06,0.012,0.83,1,23.2,53.9
1904-09-27,2024-09-27,Electronics,15,Night,52,2,23.61,33.54,25.51,285.21,2,4.32,0.32,1.04,0.038,0.32,2,21.4,49.3
1904-09-28,2024-09-28,Textiles,5,Swing,195,6,2.23,25.06,27.52,180.73,1,2.06,0.85,0.65,0.036,0.58,1,21.7,41.3
1904-09-29,2024-09-29,Furniture,18,Swing,116,,16.72,31.13,21.22,151.54,2,3.81,,0.62,0.041,1.59,2,24.7,48.4
1904-09-30,2024-09-30,Appliances,11,Night,51,7,19.19,36.32,26.48,227.02,4,,,1.93,0.032,1.25,2,22.7,48.1
1904-10-01,2024-10-01,Textiles,7,Swing,118,0,7.39,38.33,23.1,364.69,1,2.87,2.91,2.07,0.028,0.49,1,23.7,58
1904-10-02,2024-10-02,Automotive,1,Swing,149,,10.36,26.1,26.64,483.51,1,4.81,0.08,1.83,0.02,1.62,2,22.2,31.1
1904-10-03,2024-10-03,Electronics,13,Day,171,4,2.93,14.45,19.02,490.13,2,3.33,0.34,1.84,0.045,1.9,0,22.5,49.6
1904-10-04,2024-10-04,Electronics,16,Swing,130,5,9.27,23.73,15.08,450.33,2,,2.9,2.34,0.046,0.85,2,24.6,52.7
1904-10-05,2024-10-05,Textiles,7,Day,109,,8.99,43.39,29.94,384.32,4,2.78,0.87,1.39,0.03,1.92,2,24.9,47.5
1904-10-06,2024-10-06,Automotive,2,Swing,144,8,1.69,33.59,17.51,129.95,2,2.69,2.18,1.49,0.046,0.42,1,20.7,56.1
1904-10-07,2024-10-07,Textiles,8,Night,124,0,7.07,27.91,28.18,106.34,1,,2.84,0.99,0.012,0.11,1,22.1,58.8
1904-10-08,2024-10-08,Electronics,14,Night,109,5,22.34,36.8,16.33,109.5,4,1.72,2.49,2.5,0.044,0.08,0,24.1,37.4
1904-10-09,2024-10-09,Appliances,11,Day,187,0,16.57,42.7,24.79,139.96,4,0.16,1.16,2.39,0.042,1.29,2,22.7,56.1
1904-10-10,2024-10-10,Automotive,2,Day,147,11,1.34,45.27,15.84,285.45,1,0.53,1.85,0.97,0.043,1.37,1,21.5,45.4
1904-10-11,2024-10-11,Appliances,12,Day,91,,12.91,38.87,25.06,107.41,1,3.97,1.27,0.96,0.036,1.26,2,22.9,51
1904-10-12,2024-10-12,Appliances,11,Day,187,,9.01,13.6,16.59,242.13,3,4.61,,2.05,0.033,1.68,0,21.5,37.7
1904-10-13,2024-10-13,Furniture,19,Day,55,3,23.65,18.94,24.07,480.78,3,0.35,2.23,0.87,0.043,1.36,0,23.8,54.8
1904-10-14,2024-10-14,Appliances,10,Day,130,9,22.82,48.61,20.42,324.42,1,0.47,,0.9,0.041,,0,21.7,44.1
1904-10-15,2024-10-15,Electronics,13,Swing,120,2,16.79,38.94,22.88,342.33,2,0.48,1.36,2.21,0.047,,2,21.8,51.1
1904-10-16,2024-10-16,Electronics,14,Swing,140,0,1.42,45.67,15.75,296.23,1,,1.66,1.69,0.043,0.48,0,22.7,56
1904-10-17,2024-10-17,Automotive,3,Night,182,3,4.38,31.22,20.3,492.66,3,0.61,1.3,1.06,0.023,0.27,2,21.8,48.9
1904-10-18,2024-10-18,Furniture,17,Night,121,7,18.48,14.01,26.7,166.8,1,1.86,2.93,1.3,0.016,1.91,0,23.1,48.1
1904-10-19,2024-10-19,Textiles,5,Day,167,7,14.84,15.68,26.63,490.22,3,2.01,2.18,0.84,0.016,0.51,1,20.2,32
1904-10-20,2024-10-20,Appliances,10,Day,169,,6.36,48.32,24.91,286.81,2,2.62,1.51,1.69,0.044,0.51,0,19.6,50.6
1904-10-21,2024-10-21,Appliances,9,Day,141,2,3.49,23.67,29.25,470.14,1,3.94,2.28,0.81,0.04,1.82,0,23.3,40.7
1904-10-22,2024-10-22,Furniture,17,Swing,162,0,9.42,25.5,24.94,356.25,4,2.91,0.45,1.14,0.049,1.82,0,23.4,55.7
1904-10-23,2024-10-23,Automotive,1,Day,58,,21.16,48.97,20.18,181.01,3,0.44,0.1,2.44,0.046,0.96,0,22.2,43.4
1904-10-24,2024-10-24,Automotive,2,Night,197,7,13.4,54,25.13,418.45,2,4.03,1.53,1.64,0.047,1.99,0,22,55.4
1904-10-25,2024-10-25,Furniture,18,Night,108,8,7.71,10.55,20.34,153.23,2,3.74,2.08,1.19,0.037,,2,19.6,55.9
1904-10-26,2024-10-26,Electronics,13,Day,83,6,3.05,31.84,24.07,424.73,1,3.83,0.31,2.35,0.022,0.88,1,18.6,50.6
1904-10-27,2024-10-27,Automotive,3,Night,106,7,5.16,39.21,25.04,114.07,2,2.86,0.79,1.24,0.029,0.31,2,18.1,32.3
1904-10-28,2024-10-28,Automotive,2,Day,125,0,10.59,31.66,21.83,157.1,3,2.1,2.94,1.95,0.011,0.91,1,22.9,37.5
1904-10-29,2024-10-29,Appliances,11,Night,90,1,18.42,35.9,29.75,243.65,1,0.85,0.53,1.16,0.036,1.99,0,24,38
1904-10-30,2024-10-30,Electronics,16,Day,174,0,12.16,30.62,16.48,126.04,1,4.74,0.48,1.11,0.019,0.68,1,24.9,52.6
1904-10-31,2024-10-31,Electronics,15,Day,95,,11.83,19.01,22.6,427.35,4,4.34,1.13,1.45,0.047,0.9,0,24.8,56.9
1904-11-01,2024-11-01,Furniture,17,Night,112,2,7.4,13.53,28.44,280.59,2,1.25,3,1.61,0.024,1.97,1,24.5,48.7
1904-11-02,2024-11-02,Automotive,3,Swing,107,2,6.75,10.63,21.59,347.56,1,1.61,0.93,1.36,0.029,0.4,0,19.7,37.2
1904-11-03,2024-11-03,Furniture,20,Night,99,4,16.45,37.47,24.2,140.48,3,0.31,0.61,2.16,0.027,1.38,2,18.7,40.1
1904-11-04,2024-11-04,Appliances,9,Day,63,,17.42,25.51,21.16,102.78,3,3.73,0.53,1.88,0.029,,0,18.8,45.8
1904-11-05,2024-11-05,Textiles,7,Swing,114,6,23.12,30.47,29.35,492.54,1,3.29,2.38,2.42,0.047,1.69,1,19.8,32.7
1904-11-06,2024-11-06,Furniture,17,Night,120,2,21.69,14.69,29.65,157.69,1,3.94,2.51,1.27,0.031,0.99,1,18.4,54.5
1904-11-07,2024-11-07,Electronics,14,Swing,185,0,14.47,32.19,17.82,432,2,0.52,2.14,1.58,0.036,1.05,2,23,48.8
1904-11-08,2024-11-08,Furniture,20,Day,78,1,15.06,19.91,29,356.26,4,0.54,2.65,2.23,0.039,,0,23.9,36.7
1904-11-09,2024-11-09,Furniture,18,Day,199,,10,42.61,22.7,422.19,3,4.25,2.71,1.05,0.041,1.4,1,19.5,57.4
1904-11-10,2024-11-10,Electronics,13,Day,173,9,23.38,33.89,23.61,340.94,2,3.44,2.38,2,0.016,1.31,1,19.1,45.8
1904-11-11,2024-11-11,Automotive,2,Day,61,3,22.09,12.51,29.15,255.63,4,,1.94,1.68,0.012,1.65,2,18.8,31.6
1904-11-12,2024-11-12,Appliances,11,Swing,142,3,1.97,18.6,26.05,311.53,3,2.23,2.31,1.68,0.023,0.9,0,20.4,51.3
1904-11-13,2024-11-13,Automotive,1,Day,107,8,9.56,19.37,24.45,313.78,3,2.09,2.88,1.02,0.014,0.45,0,23.9,44.2
1904-11-14,2024-11-14,Electronics,13,Night,162,4,10.23,42.13,28.17,171.35,4,2.42,2.15,1.04,0.039,0.83,2,22.3,44.5
1904-11-15,2024-11-15,Electronics,13,Swing,56,0,7.19,29.55,24.87,355.67,1,1.88,2.22,2.36,0.044,1.77,2,22,50.7
1904-11-16,2024-11-16,Electronics,13,Swing,67,0,11.14,35.75,16.14,169.96,1,4.78,1.03,0.58,0.034,,2,24,35.9
1904-11-17,2024-11-17,Appliances,12,Night,124,0,11.37,29.49,25.44,316.65,1,1.75,1.44,1.59,0.024,1.63,1,20.7,58.5
1904-11-18,2024-11-18,Automotive,4,Day,151,7,18.87,26.25,29.14,368.87,4,,2.88,1.88,0.022,1.3,1,19,54.6
1904-11-19,2024-11-19,Automotive,1,Night,123,4,21.94,42.94,22.98,424.61,1,4.24,2.66,0.86,0.031,1.63,2,18.6,57.1
1904-11-20,2024-11-20,Automotive,2,Night,171,1,13.14,42.91,23.08,317.35,1,0.05,0.45,1.57,0.045,1.06,0,22.1,57.2
1904-11-21,2024-11-21,Electronics,16,Night,81,0,6.91,43.66,19.17,345.8,1,3.91,0.29,2.31,0.016,0.2,2,18.6,42.2
1904-11-22,2024-11-22,Textiles,5,Night,71,,13.32,48.28,23.44,390.93,2,1.17,1.36,2.12,0.042,1.04,0,24.8,39.8
1904-11-23,2024-11-23,Furniture,19,Swing,126,8,5.09,23.23,29.07,245.16,1,2.93,0.53,2.26,0.019,1.99,0,22.2,46.6
1904-11-24,2024-11-24,Furniture,17,Night,158,1,9.08,38.26,19.25,118.72,4,1.3,2.88,1.33,0.019,0.18,2,18.9,33.5
1904-11-25,2024-11-25,Electronics,14,Night,169,2,13.31,23.52,29.52,218.32,3,4.36,2.26,1.73,0.017,1.81,0,22.8,45.4
1904-11-26,2024-11-26,Electronics,15,Swing,90,4,22.89,45.71,25.63,147.34,1,4.62,2.52,0.87,0.016,0.73,2,18.7,47.6
1904-11-27,2024-11-27,Electronics,15,Day,63,1,11.78,31.15,18.28,404.05,1,,1.97,2.23,0.013,0.18,0,23.8,33.5
1904-11-28,2024-11-28,Textiles,8,Night,189,1,1.23,24.88,25.57,425.58,1,4.42,2.37,0.8,0.046,1.07,1,22.2,52.2
1904-11-29,2024-11-29,Appliances,12,Day,104,9,3.53,10.3,21.35,487.49,1,0.67,,0.74,0.014,1.91,0,20.9,57.4
1904-11-30,2024-11-30,Appliances,10,Night,179,7,10.17,36.98,23.8,340.62,4,2.2,2.96,2.13,0.019,1.08,0,21.4,38.9
1904-12-01,2024-12-01,Electronics,16,Day,173,2,4.89,28.2,27.92,290.51,4,0.09,1.77,1.22,0.041,0.86,2,18.5,30.2
1904-12-02,2024-12-02,Electronics,13,Night,152,0,8.43,13.82,18.23,476.37,3,1.96,1.02,1.97,0.013,0.04,0,23.3,56.6
1904-12-03,2024-12-03,Textiles,5,Night,65,0,21.04,25.26,21.72,467.81,3,0.41,2.96,2.45,0.018,1.97,0,20.4,41.1
1904-12-04,2024-12-04,Textiles,8,Swing,72,6,16.83,30.53,21.57,356.69,1,3.29,0.06,1.18,0.019,,1,19.5,30.2
1904-12-05,2024-12-05,Furniture,20,Night,120,0,15.63,23.26,25.35,409.53,3,,2.07,2.39,0.036,1.95,2,22,33.4
1904-12-06,2024-12-06,Textiles,5,Swing,188,2,10.04,40.8,16.02,179.49,2,0.59,2.48,1.02,0.04,,0,23.3,50.2
1904-12-07,2024-12-07,Electronics,14,Day,191,8,18.74,39.43,17.8,305.94,3,4.01,0.26,2.05,0.037,0.87,0,19,45.9
1904-12-08,2024-12-08,Appliances,11,Night,138,6,23.96,14.65,21.61,236.27,2,1.1,,1.61,0.03,0.09,2,18.6,35.2
1904-12-09,2024-12-09,Automotive,3,Swing,188,9,8.66,30.55,23.17,429.42,4,1.5,2.11,2.05,0.05,1,2,23,46
1904-12-10,2024-12-10,Textiles,7,Night,94,2,16.36,28.39,15.65,456.04,3,0.56,0.9,0.98,0.038,,2,19.1,41.3
1904-12-11,2024-12-11,Automotive,1,Swing,82,9,5.64,40.12,21.65,260.52,3,4.18,0.35,2.07,0.021,1.5,2,19,36.6
1904-12-12,2024-12-12,Electronics,13,Swing,154,6,3.27,29.46,24.31,291.52,1,2.49,2.32,1.94,0.044,1.16,1,23.6,55.5
1904-12-13,2024-12-13,Furniture,18,Night,165,,23.34,22.71,17.04,192.31,1,4.27,,0.71,0.032,,2,24.9,54.7
1904-12-14,2024-12-14,Electronics,13,Night,69,0,5.69,28.76,21.63,451.21,1,2.13,1.29,1.74,0.043,1.18,1,22.8,50.4
1904-12-15,2024-12-15,Textiles,5,Night,117,4,3.36,29.02,26.09,155.52,4,1.96,1.72,1.27,0.01,1.55,0,19.4,35.7
1904-12-16,2024-12-16,Furniture,19,Swing,86,9,12.11,17.28,16.34,466.85,3,2.3,1.2,2.25,0.04,0.88,2,19.9,42
1904-12-17,2024-12-17,Furniture,18,Night,111,8,17.02,24.3,24.3,346.85,3,2.43,2.29,1.17,0.034,,2,23,51.8
1904-12-18,2024-12-18,Appliances,11,Swing,173,9,1.01,26.56,20.75,198.03,3,1.92,2.58,1.92,0.04,1.69,2,21.1,53.8
1904-12-19,2024-12-19,Electronics,16,Swing,157,2,10.18,12.21,21.76,270.45,1,,1.83,1.69,0.039,0.44,1,23.2,57.7
1904-12-20,2024-12-20,Electronics,13,Day,135,3,11.8,35.18,20.41,140.64,2,2.4,1.46,1.74,0.016,1.11,0,24.1,34.9
1904-12-21,2024-12-21,Automotive,1,Day,85,8,12.34,18.44,16.26,337.78,1,4.95,2.12,0.78,0.043,0.65,0,18.8,39.6
1904-12-22,2024-12-22,Appliances,9,Night,166,5,10.23,23.58,23.97,422.78,3,3.15,1.28,0.98,0.011,0.61,1,21.7,35.4
1904-12-23,2024-12-23,Automotive,3,Night,178,6,4.52,17.18,21.37,360.8,4,4.28,,1.79,0.028,0.37,1,22.4,59.5
1904-12-24,2024-12-24,Textiles,5,Night,184,6,17.39,39.72,27.6,166.05,3,2.44,1.54,0.57,0.02,1.27,0,23.1,54.1
1904-12-25,2024-12-25,Automotive,1,Day,121,3,15.66,32.12,25.99,320.86,2,,0.53,2.3,0.033,1.74,0,21.5,42.7
1904-12-26,2024-12-26,Automotive,2,Day,139,1,1.76,17.94,23.7,431.14,1,0.17,1.19,1.94,0.04,0.03,0,22.4,50.6
1904-12-27,2024-12-27,Furniture,18,Swing,116,5,14.87,17.89,18.55,444.27,3,1.43,0.78,0.65,0.047,0.64,1,20.4,53.7
1904-12-28,2024-12-28,Automotive,1,Night,144,5,18.31,19.09,22.28,398.03,4,4.01,0.83,1.67,0.013,1.64,2,20,50.3
1904-12-29,2024-12-29,Furniture,20,Night,152,9,3.9,48.35,26.67,246.11,3,1.69,0.04,2.49,0.033,1.36,1,19.7,34.5
1904-12-30,2024-12-30,Textiles,5,Swing,67,,18.54,28.98,16.76,491.81,4,3.62,2.48,0.68,0.024,0.26,0,20.1,30.2
1904-12-31,2024-12-31,Automotive,2,Swing,196,2,6.98,47.18,16.78,426.7,3,0.14,0.08,0.55,0.02,0.79,1,20.6,55
1905-01-01,2025-01-01,Appliances,12,Day,72,,16.59,49.66,18.29,436.58,4,2.79,,1.22,0.013,1.79,0,21.4,50.4
1905-01-02,2025-01-02,Textiles,6,Night,92,6,16.39,30.4,28.3,440.17,3,4.94,0.51,1.44,0.019,,1,24.8,55.7
1905-01-03,2025-01-03,Furniture,20,Swing,57,,14.01,13.41,22.63,392.84,1,3.57,2.8,1.62,0.028,1.64,2,22.9,34.5
1905-01-04,2025-01-04,Appliances,12,Day,109,9,6.12,42.45,29.64,301.71,3,3.5,2.42,1.41,0.01,1.03,0,20.4,40.7
1905-01-05,2025-01-05,Textiles,6,Day,190,9,7.3,34.42,28.29,278.44,2,2.41,,1.8,0.033,0.48,1,18.6,36.4
1905-01-06,2025-01-06,Electronics,15,Day,180,0,11.88,12.94,18.46,404.45,2,1.41,2.41,2.05,0.014,0.19,2,21.8,54.3
1905-01-07,2025-01-07,Electronics,16,Day,72,6,1.61,45,29.79,294.36,4,2.07,1.07,0.62,0.033,1.44,0,19.7,43.9
1905-01-08,2025-01-08,Textiles,7,Day,125,6,10.58,36.5,22.35,460.12,2,2.57,2.74,1.34,0.025,0.09,2,23.5,58.9
1905-01-09,2025-01-09,Textiles,8,Night,71,0,16.95,27.73,28.05,191.31,2,3.57,1.53,0.79,0.041,0.63,2,18.8,59
1905-01-10,2025-01-10,Automotive,4,Night,84,3,1.05,33.07,22.14,411.78,1,0.82,2.2,1.8,0.028,0.56,1,23.5,52.2
1905-01-11,2025-01-11,Automotive,4,Day,180,7,17.99,47.4,29.19,195.7,1,1.85,0.07,1.84,0.048,0.35,2,22.5,42.5
1905-01-12,2025-01-12,Textiles,8,Night,101,7,10.91,15.63,26.15,287.7,1,4.28,0.17,2.13,0.023,1.11,2,19.5,52.6
1905-01-13,2025-01-13,Appliances,12,Day,92,6,12.2,29.37,22.92,134.15,1,0.05,0,2.21,0.032,1.98,1,21.2,32.5
1905-01-14,2025-01-14,Furniture,18,Day,146,2,6.11,10.34,25.5,298.49,3,,0.1,2.49,0.039,1.76,2,21.8,34.8
1905-01-15,2025-01-15,Textiles,8,Night,97,3,10.52,27.47,18.4,310.92,1,0.27,1.66,0.64,0.019,0.44,1,18.3,46.9
1905-01-16,2025-01-16,Electronics,13,Swing,140,4,12.64,18.28,27.82,172.14,1,3.88,2.35,2.21,0.011,0.17,1,18.5,50.5
1905-01-17,2025-01-17,Automotive,2,Day,75,4,23.51,19.08,19.1,229.95,4,4.95,0.16,2.36,0.041,1.62,1,19.6,58.7
1905-01-18,2025-01-18,Automotive,2,Night,117,0,15.25,19.24,23.9,184.84,1,3.73,0.82,2.38,0.022,,0,21.3,30.3
1905-01-19,2025-01-19,Electronics,13,Day,170,2,15.5,40.38,29.87,271.99,3,2.67,1.38,0.57,0.016,1.28,2,22.6,30.9
1905-01-20,2025-01-20,Appliances,10,Swing,143,5,23.93,30.32,15.79,355.16,3,0.66,1.52,1.82,0.034,1.07,1,21.3,47
1905-01-21,2025-01-21,Textiles,7,Day,166,2,1.83,25.22,17.59,156.84,2,0.29,1.99,2.22,0.025,,2,22.2,36.8
1905-01-22,2025-01-22,Appliances,11,Day,143,,21.04,10.03,25.3,257.83,4,2.02,0.22,0.88,0.021,,0,18.7,53.8
1905-01-23,2025-01-23,Appliances,10,Day,92,4,19.19,43.43,24.55,318.64,4,2.06,2.3,1.65,0.038,1.03,0,20.1,37.8
1905-01-24,2025-01-24,Textiles,8,Day,165,4,2.09,10,25.86,419.1,2,1.17,0.44,1.42,0.049,0.78,1,24.5,53.4
1905-01-25,2025-01-25,Appliances,12,Night,77,7,11.17,42.31,15.29,348.98,1,2,,0.87,0.031,1.62,1,21.6,37.8
1905-01-26,2025-01-26,Electronics,14,Swing,97,4,12.9,39.09,25.24,429.48,1,1.45,0.85,1.28,0.041,0.3,1,21,37
1905-01-27,2025-01-27,Textiles,6,Swing,128,5,1.75,14.84,29.12,127.93,4,0.28,,1.1,0.044,1.76,2,23.8,40.6
1905-01-28,2025-01-28,Automotive,1,Night,174,1,11.3,34.82,21.01,174.48,3,2.24,,2.2,0.029,1.3,0,24.6,51.6
1905-01-29,2025-01-29,Textiles,7,Night,196,3,21.25,10.45,22.35,470.2,2,2.42,2.14,1.97,0.03,,2,24.7,36.9
1905-01-30,2025-01-30,Automotive,2,Swing,117,9,1.65,18.94,25.51,364.97,3,3.5,1.84,0.51,0.039,1.84,2,21.9,36.9
1905-01-31,2025-01-31,Furniture,20,Night,166,0,20.05,19.64,28.21,264.69,2,2.75,1.89,1.61,0.047,1.29,1,23.6,40
1905-02-01,2025-02-01,Textiles,6,Day,132,9,20.29,49.23,26.3,245.06,3,4.52,2.16,0.56,0.043,0.42,1,24.1,57.2
1905-02-02,2025-02-02,Automotive,4,Day,114,0,1.06,32.83,29.43,399.11,1,1.76,0.63,2.34,0.041,1.63,0,20.6,33.6
1905-02-03,2025-02-03,Appliances,10,Day,85,6,21.91,10.36,26.09,454.87,4,1.11,1.7,0.58,0.041,1.88,0,23.6,57.6
1905-02-04,2025-02-04,Furniture,19,Night,172,,17.46,15.15,19.3,313.43,2,0.34,1.67,0.87,0.029,0.67,0,20.9,38.3
1905-02-05,2025-02-05,Textiles,7,Night,103,8,22.62,17.67,28.43,153.06,1,1.93,1.97,0.91,0.044,0.53,2,22,49
1905-02-06,2025-02-06,Automotive,3,Night,134,7,22.37,42.88,22.62,447.15,3,0.26,2.34,2.11,0.024,1.34,2,19.9,36.4
1905-02-07,2025-02-07,Appliances,11,Night,56,4,6.71,37.15,28.78,261.13,2,2.41,2.7,1.44,0.034,1.87,2,18.8,34.3
1905-02-08,2025-02-08,Automotive,2,Night,179,0,12.91,29.32,15.99,456.71,1,4.47,0.36,0.83,0.015,0.59,2,24.4,36.7
1905-02-09,2025-02-09,Textiles,8,Night,138,6,12.25,42.43,24.71,407.6,1,,0.36,0.78,0.036,0.69,2,23.5,44
1905-02-10,2025-02-10,Electronics,14,Day,79,8,17.31,28.96,15.2,230.02,1,3.28,0.34,1.25,0.04,0.14,0,19.1,54.3
1905-02-11,2025-02-11,Electronics,13,Swing,150,4,14.38,42.64,17.25,144.66,1,4.4,2.68,1.64,0.026,1.48,2,18.2,32.8
1905-02-12,2025-02-12,Textiles,8,Swing,146,3,23.17,18.77,19.55,303.86,4,0.67,1.03,2.09,0.031,1.64,2,21.5,55.3
1905-02-13,2025-02-13,Appliances,9,Night,143,6,12.61,47.17,26.09,132.26,2,2.76,,2.05,0.011,0.47,1,24.4,38.5
1905-02-14,2025-02-14,Furniture,18,Day,176,5,9.59,48.29,21.29,431.16,1,1.8,1.1,0.58,0.046,,0,20.1,52.1
1905-02-15,2025-02-15,Automotive,4,Swing,123,7,23.82,35.51,21.65,122.6,2,2.93,1.43,1.8,0.043,0.98,1,19.8,43.2
1905-02-16,2025-02-16,Appliances,10,Swing,128,5,14.66,35.36,19.43,477.07,2,0.65,1.87,0.53,0.039,0.53,0,23,32.3
1905-02-17,2025-02-17,Automotive,4,Night,144,8,10.42,32.61,27.65,298.84,2,1.8,1.27,1.64,0.013,1.18,1,19.9,34.6
1905-02-18,2025-02-18,Electronics,16,Day,61,6,9.14,27.31,29.45,293.19,4,3.53,0.27,0.85,0.019,1.15,0,21.9,52
1905-02-19,2025-02-19,Furniture,20,Swing,107,3,17.28,17.15,29.75,437.08,3,2.86,1.73,2.22,0.05,0.67,1,24.2,31.1
1905-02-20,2025-02-20,Textiles,5,Night,153,3,21.45,17.71,22.83,318.8,3,3.72,2.66,1.27,0.028,1.31,1,24.5,33.4
1905-02-21,2025-02-21,Textiles,7,Night,61,,5.07,36.1,15.66,268.99,4,2.24,1.54,2.18,0.045,1.59,1,20.6,36.3
1905-02-22,2025-02-22,Electronics,16,Day,135,8,9.57,28.69,16.47,181.56,4,0.85,2.72,2.33,0.037,1.43,2,18.8,40.1
1905-02-23,2025-02-23,Textiles,5,Swing,56,3,2.51,19.03,28.09,391.85,4,1.15,1.74,1.3,0.042,0.75,2,22.5,40.9
1905-02-24,2025-02-24,Furniture,18,Night,116,3,7.31,13.68,23.95,300.05,4,3.84,2.01,1.69,0.034,,1,21.7,48.6
1905-02-25,2025-02-25,Furniture,17,Swing,154,,22.1,48.37,17.71,302.42,3,,0.95,2.36,0.018,1.33,0,18.8,38.7
1905-02-26,2025-02-26,Textiles,6,Day,81,4,15.84,37.54,23.05,201.87,1,2.04,1.25,0.99,0.031,0.57,0,20.7,30
1905-02-27,2025-02-27,Appliances,12,Day,184,,21.98,17.63,24.23,157.44,1,4.16,1.82,0.68,0.044,1.73,2,23.3,50.7
1905-02-28,2025-02-28,Textiles,8,Day,96,2,13.82,39.98,27.86,226.51,4,1.09,2.39,1.54,0.046,,1,18.8,51.4
1905-03-01,2025-03-01,Furniture,17,Day,129,9,23.7,16.77,24.9,422.12,1,4.07,2.15,1.6,0.038,1.29,0,24.3,30.6
1905-03-02,2025-03-02,Electronics,16,Day,85,5,15.62,33.57,22.26,350.7,1,0.59,1.97,1.37,0.037,1.06,1,23.1,42.5
1905-03-03,2025-03-03,Textiles,8,Day,164,3,17.59,32.69,24.05,240.83,2,,2.85,2.44,0.035,,0,22.9,31.2
1905-03-04,2025-03-04,Appliances,10,Day,190,9,20.85,14.33,17.01,218.3,4,1.78,0.13,1.34,0.033,1.05,2,19.3,40.6
1905-03-05,2025-03-05,Textiles,8,Swing,94,5,9.16,36.56,18.67,101.48,2,4.1,2.68,1.61,0.046,1.92,2,23.9,44.2
1905-03-06,2025-03-06,Automotive,2,Night,149,0,7.81,32.29,22.94,112.32,1,,,0.62,0.041,0.68,2,23.6,59.8
1905-03-07,2025-03-07,Textiles,7,Day,160,0,4.98,42.08,18.21,292.15,3,3.82,0.54,0.59,0.039,0.56,0,24.1,41
1905-03-08,2025-03-08,Furniture,18,Night,165,6,17.25,46.33,29.78,202.53,3,0.94,0.32,1.66,0.026,,1,21.3,37.5
1905-03-09,2025-03-09,Textiles,5,Night,103,2,19.83,38.29,23.23,474.73,4,4.88,2.94,2.33,0.028,0.99,2,18.1,48.6
1905-03-10,2025-03-10,Textiles,7,Night,57,9,9.94,22.14,17.15,322.88,4,0.48,2.87,2.14,0.027,1.33,1,19.7,32.7
1905-03-11,2025-03-11,Electronics,15,Night,61,0,1.02,23.09,28.84,460.8,2,0.54,2.97,1.63,0.05,0.16,2,19.8,35.1
1905-03-12,2025-03-12,Automotive,2,Day,81,8,21.88,22.48,25.64,181.23,1,1.8,1.8,1.5,0.047,1.83,1,20,42.5
1905-03-13,2025-03-13,Electronics,14,Night,175,7,17.64,44.54,15.58,149.17,4,2.65,1.52,2.03,0.014,0.53,0,19.7,40.4
